E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_57_952.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_57_952.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_57_952.jpg,0,1,0,30.18942
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_58_053.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_58_053.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_58_053.jpg,0,1,0,30.19028
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_58_124.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_58_124.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_58_124.jpg,0,1,0,30.19004
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_58_199.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_58_199.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_58_199.jpg,0,1,0,30.19102
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_58_279.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_58_279.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_58_279.jpg,0,1,0,30.19038
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_58_407.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_58_407.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_58_407.jpg,0,1,0,30.19027
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_58_478.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_58_478.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_58_478.jpg,0,1,0,30.19026
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_58_547.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_58_547.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_58_547.jpg,0,1,0,30.19027
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_58_632.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_58_632.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_58_632.jpg,-0.2,1,0,30.17942
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_58_756.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_58_756.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_58_756.jpg,0,1,0,30.19072
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_58_841.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_58_841.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_58_841.jpg,0,1,0,30.19057
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_58_965.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_58_965.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_58_965.jpg,-0.15,1,0,30.18515
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_59_035.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_59_035.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_59_035.jpg,-0.3,1,0,30.16963
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_59_105.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_59_105.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_59_105.jpg,0,1,0,30.19028
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_59_175.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_59_175.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_59_175.jpg,0,1,0,30.19037
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_59_249.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_59_249.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_59_249.jpg,0,1,0,30.19053
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_59_332.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_59_332.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_59_332.jpg,-0.2,1,0,30.1806
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_59_464.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_59_464.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_59_464.jpg,-0.5500001,1,0,30.13976
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_59_550.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_59_550.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_59_550.jpg,-0.7500002,1,0,30.11467
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_59_674.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_59_674.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_59_674.jpg,0,1,0,30.18613
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_59_763.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_59_763.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_59_763.jpg,0,1,0,30.1902
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_59_917.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_59_917.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_59_917.jpg,0,1,0,30.19008
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_00_055.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_00_055.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_00_055.jpg,0,1,0,30.19006
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_00_122.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_00_122.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_00_122.jpg,0,1,0,30.19007
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_00_195.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_00_195.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_00_195.jpg,0,1,0,30.19006
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_00_268.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_00_268.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_00_268.jpg,0,1,0,30.19009
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_00_361.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_00_361.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_00_361.jpg,0,1,0,30.18853
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_00_490.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_00_490.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_00_490.jpg,0,1,0,30.19047
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_00_566.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_00_566.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_00_566.jpg,0,1,0,30.18939
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_00_642.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_00_642.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_00_642.jpg,0,1,0,30.1909
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_00_729.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_00_729.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_00_729.jpg,-0.2,1,0,30.1797
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_00_891.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_00_891.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_00_891.jpg,0,1,0,30.18966
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_01_021.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_01_021.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_01_021.jpg,0,1,0,30.19029
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_01_096.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_01_096.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_01_096.jpg,0,1,0,30.19034
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_01_169.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_01_169.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_01_169.jpg,0,1,0,30.19031
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_01_244.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_01_244.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_01_244.jpg,0,1,0,30.19034
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_01_338.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_01_338.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_01_338.jpg,0,1,0,30.1908
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_01_473.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_01_473.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_01_473.jpg,0,1,0,30.1898
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_01_548.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_01_548.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_01_548.jpg,-0.2,1,0,30.18019
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_01_623.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_01_623.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_01_623.jpg,-0.4,1,0,30.15688
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_01_696.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_01_696.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_01_696.jpg,-0.6000001,1,0,30.13293
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_01_770.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_01_770.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_01_770.jpg,0,1,0,30.18274
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_01_870.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_01_870.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_01_870.jpg,0,1,0,30.18936
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_02_006.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_02_006.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_02_006.jpg,0,1,0,30.19027
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_02_080.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_02_080.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_02_080.jpg,0,1,0,30.19029
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_02_156.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_02_156.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_02_156.jpg,0,1,0,30.19028
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_02_231.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_02_231.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_02_231.jpg,0,1,0,30.18995
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_02_306.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_02_306.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_02_306.jpg,0,1,0,30.19029
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_02_381.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_02_381.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_02_381.jpg,0,1,0,30.19031
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_02_456.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_02_456.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_02_456.jpg,-0.2,1,0,30.17986
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_02_528.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_02_528.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_02_528.jpg,-0.35,1,0,30.16341
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_02_603.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_02_603.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_02_603.jpg,-0.5500001,1,0,30.13924
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_02_681.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_02_681.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_02_681.jpg,0,1,0,30.18648
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_02_755.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_02_755.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_02_755.jpg,0,1,0,30.18958
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_02_829.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_02_829.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_02_829.jpg,0,1,0,30.19012
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_02_905.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_02_905.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_02_905.jpg,0,1,0,30.19024
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_02_983.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_02_983.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_02_983.jpg,0,1,0,30.19031
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_03_03_058.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_03_03_058.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_03_03_058.jpg,0,1,0,30.19032
